precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check,magnitude
PRECINCT 05,CONSTITUTIONAL AMENDMENT NO. 48,,,,36,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 06,CONSTITUTIONAL AMENDMENT NO. 48,,,,114,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,CONSTITUTIONAL AMENDMENT NO. 48,,,,148,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,LEGISLATIVE REFERENDUM NO. 131,,,,231,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,LEGISLATIVE REFERENDUM NO. 131,,,,205,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,LEGISLATIVE REFERENDUM NO. 131,,,,264,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,LEGISLATIVE REFERENDUM NO. 131,,,,177,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,LEGISLATIVE REFERENDUM NO. 131,,,,182,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 06,LEGISLATIVE REFERENDUM NO. 131,,,,491,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,LEGISLATIVE REFERENDUM NO. 131,,,,580,DAWSON,30021,DAWSON,30021,YES,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,LEGISLATIVE REFERENDUM NO. 131,,,,200,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,LEGISLATIVE REFERENDUM NO. 131,,,,159,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,LEGISLATIVE REFERENDUM NO. 131,,,,177,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,LEGISLATIVE REFERENDUM NO. 131,,,,130,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,LEGISLATIVE REFERENDUM NO. 131,,,,64,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 06,LEGISLATIVE REFERENDUM NO. 131,,,,230,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,LEGISLATIVE REFERENDUM NO. 131,,,,329,DAWSON,30021,DAWSON,30021,NO,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,MOSQUITO LEVY,,,,262,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,MOSQUITO LEVY,,,,207,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,MOSQUITO LEVY,,,,279,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,MOSQUITO LEVY,,,,151,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 06,MOSQUITO LEVY,,,,168,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,MOSQUITO LEVY,,,,348,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,MOSQUITO LEVY,,,,177,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,MOSQUITO LEVY,,,,164,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,MOSQUITO LEVY,,,,175,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,MOSQUITO LEVY,,,,155,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 06,MOSQUITO LEVY,,,,175,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,MOSQUITO LEVY,,,,322,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,PROHIBIT MARIJUANA BUSINESSES,,,,65,DAWSON,30021,DAWSON,30021,FOR,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,PROHIBIT MARIJUANA BUSINESSES,,,,33,DAWSON,30021,DAWSON,30021,AGAINST,,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,US HOUSE,DEMOCRAT,DEMOCRAT,,27,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,US HOUSE,DEMOCRAT,DEMOCRAT,,42,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,US HOUSE,DEMOCRAT,DEMOCRAT,,64,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,US HOUSE,DEMOCRAT,DEMOCRAT,,35,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,US HOUSE,DEMOCRAT,DEMOCRAT,,36,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,US HOUSE,DEMOCRAT,DEMOCRAT,,29,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,US HOUSE,DEMOCRAT,DEMOCRAT,,66,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,US HOUSE,DEMOCRAT,DEMOCRAT,,23,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,US HOUSE,DEMOCRAT,DEMOCRAT,,68,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,US HOUSE,DEMOCRAT,DEMOCRAT,,12,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,US HOUSE,DEMOCRAT,DEMOCRAT,,9,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,US HOUSE,DEMOCRAT,DEMOCRAT,,41,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,US HOUSE,DEMOCRAT,DEMOCRAT,,78,RICHLAND,30083,RICHLAND,30083,PENNY RONNING,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,US HOUSE,LIBERTARIAN,LIBERTARIAN,,4,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,US HOUSE,LIBERTARIAN,LIBERTARIAN,,4,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,US HOUSE,LIBERTARIAN,LIBERTARIAN,,8,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,US HOUSE,LIBERTARIAN,LIBERTARIAN,,1,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,US HOUSE,LIBERTARIAN,LIBERTARIAN,,4,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,US HOUSE,LIBERTARIAN,LIBERTARIAN,,4,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,US HOUSE,LIBERTARIAN,LIBERTARIAN,,6,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,US HOUSE,LIBERTARIAN,LIBERTARIAN,,2,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,US HOUSE,LIBERTARIAN,LIBERTARIAN,,7,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,US HOUSE,LIBERTARIAN,LIBERTARIAN,,1,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,US HOUSE,LIBERTARIAN,LIBERTARIAN,,1,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,US HOUSE,LIBERTARIAN,LIBERTARIAN,,1,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,US HOUSE,LIBERTARIAN,LIBERTARIAN,,6,RICHLAND,30083,RICHLAND,30083,SAM RANKIN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,US HOUSE,REPUBLICAN,REPUBLICAN,,151,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,US HOUSE,REPUBLICAN,REPUBLICAN,,161,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,US HOUSE,REPUBLICAN,REPUBLICAN,,251,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,US HOUSE,REPUBLICAN,REPUBLICAN,,181,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,US HOUSE,REPUBLICAN,REPUBLICAN,,228,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,US HOUSE,REPUBLICAN,REPUBLICAN,,118,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,US HOUSE,REPUBLICAN,REPUBLICAN,,343,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,US HOUSE,REPUBLICAN,REPUBLICAN,,169,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,US HOUSE,REPUBLICAN,REPUBLICAN,,347,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,US HOUSE,REPUBLICAN,REPUBLICAN,,90,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,US HOUSE,REPUBLICAN,REPUBLICAN,,90,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,US HOUSE,REPUBLICAN,REPUBLICAN,,295,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,US HOUSE,REPUBLICAN,REPUBLICAN,,517,RICHLAND,30083,RICHLAND,30083,MATT ROSENDALE,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,US HOUSE,INDEPENDENT,OTHER,,6,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,US HOUSE,INDEPENDENT,OTHER,,27,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,US HOUSE,INDEPENDENT,OTHER,,19,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,US HOUSE,INDEPENDENT,OTHER,,13,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,US HOUSE,INDEPENDENT,OTHER,,17,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,US HOUSE,INDEPENDENT,OTHER,,16,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,US HOUSE,INDEPENDENT,OTHER,,31,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,US HOUSE,INDEPENDENT,OTHER,,10,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,US HOUSE,INDEPENDENT,OTHER,,15,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,US HOUSE,INDEPENDENT,OTHER,,14,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,US HOUSE,INDEPENDENT,OTHER,,7,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,US HOUSE,INDEPENDENT,OTHER,,27,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,US HOUSE,INDEPENDENT,OTHER,,32,RICHLAND,30083,RICHLAND,30083,GARY BUCHANAN,002,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,158,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,194,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,287,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,195,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,243,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,130,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,366,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,167,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,376,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,98,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,95,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,322,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,PUBLIC SERVICE COMMISSIONER,REPUBLICAN,REPUBLICAN,,542,RICHLAND,30083,RICHLAND,30083,RANDY PINOCCI,001,,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,122,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,163,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,213,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,173,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,215,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,110,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,289,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,139,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 12,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,276,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 17,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,79,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 19,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,67,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 22,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,238,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 23,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,431,RICHLAND,30083,RICHLAND,30083,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 01,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,31,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 02,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,34,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 03,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,58,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 04,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,32,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 05,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,35,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 07,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,31,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 08,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,76,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT 09,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,25,RICHLAND,30083,RICHLAND,30083,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
